OWIO, OWST, PWIO, AVGWIO, TAG
100, 54.555556, 491.000000, 21.702648, 1
100, 0.000000, 500.000000, 23.136000, 1
100, 0.000000, 500.000000, 24.016000, 1
95, 99.000000, 495.000000, 24.339394, 1
100, 99.000000, 495.000000, 23.385859, 1
100, 99.000000, 495.000000, 22.238384, 1
100, 99.000000, 495.000000, 24.775758, 1
100, 99.000000, 495.000000, 31.078788, 1
100, 0.000000, 500.000000, 44.816000, 1
100, 0.000000, 500.000000, 59.328000, 1
96, 124.000000, 496.000000, 71.838710, 1
1, 3.854369, 397.000000, 80.443325, 1
3, 1.500000, 300.000000, 90.106667, 1
78, 1.252252, 278.000000, 113.956835, 1
19, 0.650165, 197.000000, 136.406091, 1
3, 0.262626, 104.000000, 185.076923, 1
5, 0.275510, 108.000000, 177.333333, 1
45, 0.428571, 150.000000, 128.213333, 1
100, 0.524390, 172.000000, 39.348837, 1
100, 1.024291, 253.000000, 14.956522, 1
100, 2.333333, 350.000000, 13.600000, 1
100, 8.090909, 445.000000, 19.128090, 1
100, 0.000000, 500.000000, 26.144000, 1
100, 0.000000, 500.000000, 37.328000, 1
95, 99.000000, 495.000000, 45.834343, 1
100, 99.000000, 495.000000, 47.886869, 1
100, 99.000000, 495.000000, 46.254545, 1
100, 99.000000, 495.000000, 39.030303, 1
6, 4.050505, 401.000000, 31.600998, 0
0, 1.577320, 306.000000, 24.888889, 0
0, 0.700680, 206.000000, 24.776699, 0
0, 0.269036, 106.000000, 18.867925, 0
0, 0.012146, 6.000000, 28.000000, 0
0, 0.000000, 0.000000, 0.000000, 0
0, 0.000000, 0.000000, 0.000000, 0
0, 0.000000, 0.000000, 0.000000, 0
1, 0.002004, 1.000000, 8.000000, 0
0, 0.002004, 1.000000, 8.000000, 0
0, 0.002004, 1.000000, 8.000000, 0
0, 0.002004, 1.000000, 8.000000, 0
26, 0.057082, 27.000000, 93.925926, 0
31, 0.128668, 57.000000, 147.087719, 0
0, 0.128668, 57.000000, 147.087719, 0
39, 0.237624, 96.000000, 121.333333, 0
0, 0.237624, 96.000000, 121.333333, 0
18, 0.213592, 88.000000, 110.363636, 0
12, 0.160093, 69.000000, 59.246377, 0
0, 0.160093, 69.000000, 59.246377, 0
4, 0.072961, 34.000000, 35.058824, 0
0, 0.072961, 34.000000, 35.058824, 0
74, 0.219512, 90.000000, 45.155556, 0
79, 0.457726, 157.000000, 34.547771, 0
100, 1.057613, 257.000000, 24.342412, 0
89, 2.164557, 342.000000, 19.532164, 0
96, 7.064516, 438.000000, 69.114155, 0
21, 3.347826, 385.000000, 70.316883, 0
2, 1.604167, 308.000000, 82.857143, 0
68, 1.232143, 276.000000, 97.072464, 0
60, 0.976285, 247.000000, 112.518219, 0
93, 0.953125, 244.000000, 25.573770, 0
12, 0.886792, 235.000000, 26.587234, 0
1, 0.879699, 234.000000, 26.598291, 0
0, 0.497006, 166.000000, 24.819277, 0
10, 0.302083, 116.000000, 21.172414, 0
57, 0.190476, 80.000000, 16.300000, 0
41, 0.278772, 109.000000, 15.119266, 0
90, 0.655629, 198.000000, 22.828283, 0
98, 1.450980, 296.000000, 21.702703, 0
74, 2.571429, 360.000000, 20.955556, 0
35, 2.086420, 338.000000, 21.420118, 0
49, 2.246753, 346.000000, 23.236994, 0
43, 1.487562, 299.000000, 19.531773, 0
76, 1.242152, 277.000000, 20.245487, 0
55, 1.066116, 258.000000, 22.945736, 0
78, 1.512563, 301.000000, 22.458472, 0
81, 1.994012, 333.000000, 19.627628, 0
45, 2.030303, 335.000000, 19.247761, 0
62, 1.793296, 321.000000, 17.719626, 0
55, 1.793296, 321.000000, 16.000000, 0
52, 1.439024, 295.000000, 22.481356, 0
38, 1.016129, 252.000000, 30.761905, 0
64, 1.183406, 271.000000, 33.918819, 0
41, 1.000000, 250.000000, 41.472000, 0
77, 1.192982, 272.000000, 44.764706, 0
75, 1.439024, 295.000000, 36.664407, 0
95, 2.378378, 352.000000, 33.295455, 0
28, 1.717391, 316.000000, 33.367089, 0
79, 2.424658, 354.000000, 30.011299, 0
78, 2.448276, 355.000000, 27.087324, 0
89, 2.816794, 369.000000, 27.707317, 0
39, 1.673797, 313.000000, 27.476038, 0
64, 2.311258, 349.000000, 29.134670, 0
71, 2.144654, 341.000000, 30.920821, 0
39, 1.525253, 302.000000, 33.456954, 0
64, 1.242152, 277.000000, 36.043321, 0
64, 1.525253, 302.000000, 35.682119, 0
36, 1.212389, 274.000000, 38.744526, 0
88, 1.392344, 291.000000, 36.591065, 0
100, 2.378378, 352.000000, 36.954545, 0
74, 2.623188, 362.000000, 38.099448, 0
23, 1.793296, 321.000000, 41.146417, 0
46, 1.958580, 331.000000, 37.148036, 0
60, 1.538071, 303.000000, 40.369637, 0
100, 1.538071, 303.000000, 36.699670, 0
100, 1.923977, 329.000000, 33.142857, 0
100, 4.319149, 406.000000, 30.522167, 0
100, 11.500000, 460.000000, 30.660870, 0
100, 0.000000, 500.000000, 30.720000, 0
100, 0.000000, 500.000000, 31.232000, 0
100, 0.000000, 500.000000, 38.016000, 0
100, 0.000000, 500.000000, 40.128000, 0
98, 249.000000, 498.000000, 50.650602, 0
98, 124.000000, 496.000000, 52.451613, 0
73, 15.129032, 469.000000, 54.567164, 0
98, 14.151515, 467.000000, 52.042827, 0
90, 10.627907, 457.000000, 55.649891, 0
100, 11.195122, 459.000000, 43.625272, 0
98, 11.195122, 459.000000, 49.394336, 0
100, 34.714286, 486.000000, 58.880658, 0
100, 40.666667, 488.000000, 63.836066, 0
100, 249.000000, 498.000000, 65.461847, 0
100, 249.000000, 498.000000, 80.192771, 0
100, 0.000000, 500.000000, 80.032000, 0
100, 0.000000, 500.000000, 79.776000, 0
100, 0.000000, 500.000000, 72.944000, 0
100, 0.000000, 500.000000, 64.432000, 0
100, 0.000000, 500.000000, 45.744000, 0
100, 0.000000, 500.000000, 32.992000, 0
100, 0.000000, 500.000000, 23.648000, 0
100, 0.000000, 500.000000, 24.784000, 0
100, 0.000000, 500.000000, 35.328000, 0
100, 0.000000, 500.000000, 38.880000, 0
100, 0.000000, 500.000000, 43.072000, 0
100, 0.000000, 500.000000, 40.240000, 0
100, 0.000000, 500.000000, 36.256000, 0
100, 0.000000, 500.000000, 27.152000, 0
98, 249.000000, 498.000000, 30.811245, 0
98, 124.000000, 496.000000, 38.709677, 0
6, 4.102041, 402.000000, 44.915423, 0
1, 1.538071, 303.000000, 51.722772, 0
3, 0.700680, 206.000000, 60.543689, 0
100, 0.712329, 208.000000, 93.692308, 0
77, 0.597444, 187.000000, 106.395722, 0
1, 0.572327, 182.000000, 103.692308, 0
4, 0.587302, 185.000000, 103.351351, 0
4, 0.592357, 186.000000, 103.053763, 0
0, 0.207729, 86.000000, 90.604651, 0
0, 0.018330, 9.000000, 57.777778, 0
2, 0.020408, 10.000000, 68.800000, 0
40, 0.101322, 46.000000, 67.130435, 0
100, 0.396648, 142.000000, 75.154930, 0
100, 0.937984, 242.000000, 69.157025, 0
100, 2.164557, 342.000000, 67.204678, 0
100, 7.333333, 440.000000, 68.490909, 0
100, 0.000000, 500.000000, 63.824000, 0
100, 0.000000, 500.000000, 59.664000, 0
100, 0.000000, 500.000000, 59.232000, 0
100, 0.000000, 500.000000, 58.864000, 0
100, 0.000000, 500.000000, 58.192000, 0
84, 30.250000, 484.000000, 63.586777, 0
0, 3.310345, 384.000000, 65.208333, 0
0, 1.314815, 284.000000, 67.577465, 0
0, 0.582278, 184.000000, 71.347826, 0
2, 0.207729, 86.000000, 71.534884, 0
