OWIO, OWST, PWIO, AVGWIO, TAG
6, 1.272727, 56.000000, 8.000000, 1
1, 0.587302, 37.000000, 8.000000, 1
0, 0.204819, 17.000000, 8.000000, 1
0, 0.111111, 10.000000, 8.000000, 1
0, 0.075269, 7.000000, 8.000000, 1
0, 0.010101, 1.000000, 8.000000, 1
10, 0.111111, 10.000000, 8.000000, 1
20, 0.428571, 30.000000, 8.266667, 1
20, 1.000000, 50.000000, 8.160000, 1
14, 1.777778, 64.000000, 8.125000, 1
20, 5.250000, 84.000000, 8.095238, 1
20, 15.666667, 94.000000, 8.085106, 1
20, 15.666667, 94.000000, 8.000000, 1
20, 15.666667, 94.000000, 8.000000, 1
20, 0.000000, 100.000000, 8.000000, 1
20, 0.000000, 100.000000, 8.000000, 1
20, 0.000000, 100.000000, 8.080000, 1
20, 0.000000, 100.000000, 8.080000, 1
20, 0.000000, 100.000000, 8.080000, 1
20, 0.000000, 100.000000, 8.080000, 1
20, 0.000000, 100.000000, 8.080000, 1
20, 0.000000, 100.000000, 8.000000, 1
20, 0.000000, 100.000000, 8.000000, 1
20, 0.000000, 100.000000, 8.000000, 1
20, 0.000000, 100.000000, 8.000000, 1
20, 0.000000, 100.000000, 8.000000, 1
20, 0.000000, 100.000000, 8.000000, 1
20, 0.000000, 100.000000, 9.920000, 1
20, 0.000000, 100.000000, 9.920000, 1
20, 0.000000, 100.000000, 9.920000, 1
20, 0.000000, 100.000000, 9.920000, 1
20, 0.000000, 100.000000, 10.000000, 1
20, 0.000000, 100.000000, 8.160000, 1
20, 0.000000, 100.000000, 8.160000, 1
20, 0.000000, 100.000000, 8.160000, 1
20, 0.000000, 100.000000, 8.960000, 1
20, 0.000000, 100.000000, 10.160000, 1
20, 0.000000, 100.000000, 10.080000, 1
20, 0.000000, 100.000000, 10.080000, 1
20, 0.000000, 100.000000, 17.840000, 1
20, 0.000000, 100.000000, 17.040000, 1
20, 0.000000, 100.000000, 15.760000, 1
20, 0.000000, 100.000000, 15.760000, 1
20, 0.000000, 100.000000, 15.760000, 1
20, 0.000000, 100.000000, 8.000000, 1
20, 0.000000, 100.000000, 8.000000, 1
20, 0.000000, 100.000000, 8.160000, 1
20, 0.000000, 100.000000, 8.160000, 1
20, 0.000000, 100.000000, 8.160000, 1
20, 0.000000, 100.000000, 8.160000, 1
20, 0.000000, 100.000000, 8.160000, 1
20, 0.000000, 100.000000, 8.000000, 1
20, 0.000000, 100.000000, 8.000000, 1
20, 0.000000, 100.000000, 8.000000, 1
20, 0.000000, 100.000000, 8.080000, 1
20, 0.000000, 100.000000, 8.080000, 1
20, 0.000000, 100.000000, 8.080000, 1
20, 0.000000, 100.000000, 8.080000, 1
20, 0.000000, 100.000000, 8.080000, 1
20, 0.000000, 100.000000, 8.000000, 1
20, 0.000000, 100.000000, 8.000000, 1
20, 0.000000, 100.000000, 8.000000, 1
20, 0.000000, 100.000000, 8.000000, 1
20, 0.000000, 100.000000, 8.080000, 1
20, 0.000000, 100.000000, 8.080000, 1
20, 0.000000, 100.000000, 8.080000, 1
20, 0.000000, 100.000000, 8.080000, 1
20, 0.000000, 100.000000, 8.080000, 1
20, 0.000000, 100.000000, 8.000000, 1
20, 0.000000, 100.000000, 8.000000, 1
20, 0.000000, 100.000000, 8.000000, 1
20, 0.000000, 100.000000, 8.000000, 1
20, 0.000000, 100.000000, 8.000000, 1
20, 0.000000, 100.000000, 8.000000, 1
20, 0.000000, 100.000000, 8.000000, 1
20, 0.000000, 100.000000, 8.080000, 1
20, 0.000000, 100.000000, 8.080000, 1
20, 0.000000, 100.000000, 8.080000, 1
20, 0.000000, 100.000000, 8.080000, 1
20, 0.000000, 100.000000, 8.080000, 1
20, 0.000000, 100.000000, 8.000000, 1
20, 0.000000, 100.000000, 8.000000, 1
20, 0.000000, 100.000000, 8.000000, 1
20, 0.000000, 100.000000, 8.000000, 1
20, 0.000000, 100.000000, 8.000000, 1
20, 0.000000, 100.000000, 8.000000, 1
20, 0.000000, 100.000000, 8.000000, 1
20, 0.000000, 100.000000, 8.000000, 1
20, 0.000000, 100.000000, 8.000000, 1
11, 10.111111, 91.000000, 8.000000, 1
0, 2.448276, 71.000000, 8.000000, 1
1, 1.083333, 52.000000, 8.000000, 1
2, 0.515152, 34.000000, 8.000000, 1
0, 0.162791, 14.000000, 8.000000, 1
1, 0.041667, 4.000000, 8.000000, 1
1, 0.052632, 5.000000, 8.000000, 1
1, 0.052632, 5.000000, 8.000000, 1
7, 0.111111, 10.000000, 8.000000, 1
20, 0.428571, 30.000000, 8.000000, 1
20, 0.960784, 49.000000, 8.000000, 1
10, 1.380952, 58.000000, 8.000000, 1
20, 3.347826, 77.000000, 8.000000, 1
17, 6.692308, 87.000000, 8.000000, 1
20, 6.692308, 87.000000, 8.091954, 1
20, 6.692308, 87.000000, 8.091954, 1
20, 32.333333, 97.000000, 8.082474, 1
20, 32.333333, 97.000000, 8.082474, 1
20, 0.000000, 100.000000, 8.080000, 1
20, 0.000000, 100.000000, 11.760000, 1
20, 0.000000, 100.000000, 13.680000, 1
20, 0.000000, 100.000000, 20.240000, 1
20, 0.000000, 100.000000, 23.680000, 1
20, 0.000000, 100.000000, 49.680000, 1
3, 4.882353, 83.000000, 59.277108, 1
0, 1.702703, 63.000000, 72.507937, 1
0, 0.754386, 43.000000, 87.255814, 1
0, 0.298701, 23.000000, 141.217391, 1
0, 0.030928, 3.000000, 162.666667, 1
0, 0.000000, 0.000000, 0.000000, 1
0, 0.000000, 0.000000, 0.000000, 1
0, 0.000000, 0.000000, 0.000000, 1
0, 0.000000, 0.000000, 0.000000, 1
0, 0.000000, 0.000000, 0.000000, 1
0, 0.000000, 0.000000, 0.000000, 1
0, 0.000000, 0.000000, 0.000000, 1
0, 0.000000, 0.000000, 0.000000, 1
0, 0.000000, 0.000000, 0.000000, 1
0, 0.000000, 0.000000, 0.000000, 1
0, 0.000000, 0.000000, 0.000000, 1
0, 0.000000, 0.000000, 0.000000, 1
1, 0.010101, 1.000000, 96.000000, 1
0, 0.010101, 1.000000, 96.000000, 1
1, 0.020408, 2.000000, 176.000000, 1
2, 0.041667, 4.000000, 98.000000, 1
0, 0.041667, 4.000000, 98.000000, 1
0, 0.030928, 3.000000, 98.666667, 1
0, 0.030928, 3.000000, 98.666667, 1
0, 0.020408, 2.000000, 20.000000, 1
0, 0.000000, 0.000000, 0.000000, 1
0, 0.000000, 0.000000, 0.000000, 1
19, 0.234568, 19.000000, 25.263158, 1
20, 0.639344, 39.000000, 21.948718, 1
20, 1.439024, 59.000000, 18.847458, 1
20, 3.761905, 79.000000, 16.101266, 1
20, 99.000000, 99.000000, 14.464646, 1
20, 0.000000, 100.000000, 13.600000, 1
20, 0.000000, 100.000000, 14.880000, 1
20, 0.000000, 100.000000, 16.640000, 1
20, 0.000000, 100.000000, 18.480000, 1
20, 0.000000, 100.000000, 21.360000, 1
20, 0.000000, 100.000000, 19.600000, 1
20, 0.000000, 100.000000, 16.880000, 1
20, 0.000000, 100.000000, 15.120000, 1
20, 0.000000, 100.000000, 14.480000, 1
20, 0.000000, 100.000000, 13.440000, 1
20, 0.000000, 100.000000, 14.800000, 1
20, 0.000000, 100.000000, 14.400000, 1
20, 0.000000, 100.000000, 14.160000, 1
20, 0.000000, 100.000000, 15.280000, 1
20, 0.000000, 100.000000, 15.680000, 1
20, 0.000000, 100.000000, 13.920000, 1
20, 0.000000, 100.000000, 14.640000, 1
20, 0.000000, 100.000000, 15.680000, 1
20, 0.000000, 100.000000, 14.080000, 1
20, 0.000000, 100.000000, 13.120000, 1
20, 0.000000, 100.000000, 13.280000, 1
20, 0.000000, 100.000000, 13.360000, 1
20, 0.000000, 100.000000, 12.560000, 1
20, 0.000000, 100.000000, 12.160000, 1
20, 0.000000, 100.000000, 11.280000, 1
20, 0.000000, 100.000000, 11.280000, 1
20, 0.000000, 100.000000, 10.160000, 1
20, 0.000000, 100.000000, 10.000000, 1
20, 0.000000, 100.000000, 9.920000, 1
20, 0.000000, 100.000000, 9.920000, 1
20, 0.000000, 100.000000, 9.920000, 1
20, 0.000000, 100.000000, 10.080000, 1
20, 0.000000, 100.000000, 9.760000, 1
20, 0.000000, 100.000000, 10.080000, 1
17, 32.333333, 97.000000, 10.391753, 1
17, 15.666667, 94.000000, 10.127660, 1
20, 15.666667, 94.000000, 9.957447, 1
20, 15.666667, 94.000000, 9.702128, 1
20, 15.666667, 94.000000, 9.361702, 1
20, 32.333333, 97.000000, 9.237113, 1
20, 0.000000, 100.000000, 11.520000, 1
20, 0.000000, 100.000000, 13.120000, 1
20, 0.000000, 100.000000, 13.280000, 1
20, 0.000000, 100.000000, 14.240000, 1
20, 0.000000, 100.000000, 14.800000, 1
20, 0.000000, 100.000000, 13.200000, 1
20, 0.000000, 100.000000, 12.000000, 1
20, 0.000000, 100.000000, 14.480000, 1
20, 0.000000, 100.000000, 14.240000, 1
20, 0.000000, 100.000000, 16.480000, 1
20, 0.000000, 100.000000, 17.440000, 1
20, 0.000000, 100.000000, 17.840000, 1
20, 0.000000, 100.000000, 16.160000, 1
20, 0.000000, 100.000000, 16.480000, 1
20, 0.000000, 100.000000, 15.600000, 1
20, 0.000000, 100.000000, 15.200000, 1
20, 0.000000, 100.000000, 15.600000, 1
20, 0.000000, 100.000000, 16.160000, 1
20, 0.000000, 100.000000, 17.280000, 1
20, 0.000000, 100.000000, 15.600000, 1
20, 0.000000, 100.000000, 15.760000, 1
20, 0.000000, 100.000000, 16.160000, 1
20, 0.000000, 100.000000, 17.600000, 1
20, 0.000000, 100.000000, 15.600000, 1
20, 0.000000, 100.000000, 15.680000, 1
20, 0.000000, 100.000000, 14.640000, 1
20, 0.000000, 100.000000, 14.080000, 1
20, 0.000000, 100.000000, 11.920000, 1
20, 0.000000, 100.000000, 12.720000, 1
20, 0.000000, 100.000000, 12.400000, 1
20, 0.000000, 100.000000, 20.640000, 1
20, 0.000000, 100.000000, 20.320000, 1
20, 0.000000, 100.000000, 20.960000, 1
20, 0.000000, 100.000000, 21.280000, 1
20, 0.000000, 100.000000, 22.480000, 1
20, 0.000000, 100.000000, 14.400000, 1
20, 0.000000, 100.000000, 22.160000, 1
20, 0.000000, 100.000000, 23.280000, 1
20, 0.000000, 100.000000, 24.800000, 1
16, 24.000000, 96.000000, 25.583333, 1
20, 24.000000, 96.000000, 28.750000, 1
20, 24.000000, 96.000000, 22.750000, 1
20, 24.000000, 96.000000, 21.166667, 1
20, 24.000000, 96.000000, 20.833333, 1
20, 0.000000, 100.000000, 22.320000, 1
20, 0.000000, 100.000000, 22.960000, 1
20, 0.000000, 100.000000, 22.960000, 1
20, 0.000000, 100.000000, 25.120000, 1
20, 0.000000, 100.000000, 26.080000, 1
20, 0.000000, 100.000000, 27.920000, 1
20, 0.000000, 100.000000, 27.680000, 1
20, 0.000000, 100.000000, 28.320000, 1
20, 0.000000, 100.000000, 28.720000, 1
20, 0.000000, 100.000000, 27.760000, 1
20, 0.000000, 100.000000, 26.000000, 1
20, 0.000000, 100.000000, 27.440000, 1
20, 0.000000, 100.000000, 27.600000, 1
20, 0.000000, 100.000000, 28.800000, 1
20, 0.000000, 100.000000, 29.840000, 1
20, 0.000000, 100.000000, 28.800000, 1
20, 0.000000, 100.000000, 28.160000, 1
20, 0.000000, 100.000000, 27.760000, 1
20, 0.000000, 100.000000, 25.440000, 1
20, 0.000000, 100.000000, 25.040000, 1
20, 0.000000, 100.000000, 25.440000, 1
20, 0.000000, 100.000000, 23.680000, 1
20, 0.000000, 100.000000, 25.200000, 1
9, 8.090909, 89.000000, 26.337079, 1
2, 2.448276, 71.000000, 26.816901, 1
1, 1.083333, 52.000000, 27.692308, 1
1, 0.492537, 33.000000, 29.333333, 1
1, 0.162791, 14.000000, 25.714286, 1
1, 0.063830, 6.000000, 18.666667, 1
4, 0.086957, 8.000000, 25.000000, 1
0, 0.075269, 7.000000, 25.142857, 1
1, 0.075269, 7.000000, 26.285714, 1
0, 0.063830, 6.000000, 28.000000, 1
2, 0.075269, 7.000000, 28.571429, 1
3, 0.063830, 6.000000, 21.333333, 1
1, 0.075269, 7.000000, 22.857143, 1
0, 0.063830, 6.000000, 24.000000, 1
0, 0.063830, 6.000000, 24.000000, 1
0, 0.041667, 4.000000, 26.000000, 1
4, 0.052632, 5.000000, 35.200000, 1
1, 0.052632, 5.000000, 35.200000, 1
2, 0.075269, 7.000000, 49.142857, 1
0, 0.075269, 7.000000, 49.142857, 1
2, 0.098901, 9.000000, 42.666667, 1
2, 0.075269, 7.000000, 46.857143, 1
2, 0.086957, 8.000000, 40.000000, 1
1, 0.075269, 7.000000, 24.000000, 1
2, 0.098901, 9.000000, 23.111111, 1
2, 0.098901, 9.000000, 32.888889, 1
3, 0.111111, 10.000000, 25.600000, 1
2, 0.111111, 10.000000, 24.800000, 1
4, 0.149425, 13.000000, 23.384615, 1
1, 0.136364, 12.000000, 24.000000, 1
9, 0.234568, 19.000000, 20.210526, 1
20, 0.562500, 36.000000, 24.888889, 1
20, 1.173913, 54.000000, 26.666667, 1
20, 2.333333, 70.000000, 29.485714, 1
20, 8.090909, 89.000000, 28.674157, 1
20, 0.000000, 100.000000, 25.760000, 1
20, 0.000000, 100.000000, 24.960000, 1
20, 0.000000, 100.000000, 24.000000, 1
20, 0.000000, 100.000000, 23.200000, 1
20, 0.000000, 100.000000, 20.560000, 1
20, 0.000000, 100.000000, 22.640000, 1
20, 0.000000, 100.000000, 20.880000, 1
20, 0.000000, 100.000000, 19.440000, 1
20, 0.000000, 100.000000, 18.880000, 1
20, 0.000000, 100.000000, 20.080000, 1
20, 0.000000, 100.000000, 19.760000, 1
20, 0.000000, 100.000000, 20.320000, 1
20, 0.000000, 100.000000, 21.680000, 1
20, 0.000000, 100.000000, 22.320000, 1
20, 0.000000, 100.000000, 22.880000, 1
20, 0.000000, 100.000000, 22.880000, 1
20, 0.000000, 100.000000, 24.960000, 1
20, 0.000000, 100.000000, 25.680000, 1
20, 0.000000, 100.000000, 23.200000, 1
20, 0.000000, 100.000000, 23.040000, 1
20, 0.000000, 100.000000, 22.480000, 1
20, 0.000000, 100.000000, 20.800000, 1
20, 0.000000, 100.000000, 20.400000, 1
20, 0.000000, 100.000000, 20.480000, 1
20, 0.000000, 100.000000, 21.600000, 1
20, 0.000000, 100.000000, 21.760000, 1
20, 0.000000, 100.000000, 24.080000, 1
20, 0.000000, 100.000000, 24.640000, 1
20, 0.000000, 100.000000, 26.720000, 1
20, 0.000000, 100.000000, 26.720000, 1
20, 0.000000, 100.000000, 28.480000, 1
20, 0.000000, 100.000000, 26.160000, 1
20, 0.000000, 100.000000, 24.720000, 1
20, 0.000000, 100.000000, 22.800000, 1
20, 0.000000, 100.000000, 21.120000, 1
20, 0.000000, 100.000000, 19.840000, 1
20, 0.000000, 100.000000, 20.160000, 1
20, 0.000000, 100.000000, 20.320000, 1
20, 0.000000, 100.000000, 23.200000, 1
20, 0.000000, 100.000000, 24.080000, 1
20, 0.000000, 100.000000, 24.480000, 1
20, 0.000000, 100.000000, 24.480000, 1
20, 0.000000, 100.000000, 24.560000, 1
20, 0.000000, 100.000000, 22.400000, 1
20, 0.000000, 100.000000, 22.240000, 1
20, 0.000000, 100.000000, 22.000000, 1
20, 0.000000, 100.000000, 22.880000, 1
20, 0.000000, 100.000000, 26.640000, 1
20, 0.000000, 100.000000, 25.360000, 1
20, 0.000000, 100.000000, 24.960000, 1
20, 0.000000, 100.000000, 24.560000, 1
20, 0.000000, 100.000000, 22.480000, 1
20, 0.000000, 100.000000, 18.720000, 1
20, 0.000000, 100.000000, 20.320000, 1
20, 0.000000, 100.000000, 20.080000, 1
20, 0.000000, 100.000000, 20.000000, 1
20, 0.000000, 100.000000, 20.160000, 1
20, 0.000000, 100.000000, 19.440000, 1
20, 0.000000, 100.000000, 17.840000, 1
20, 0.000000, 100.000000, 19.360000, 1
17, 32.333333, 97.000000, 18.804124, 1
19, 24.000000, 96.000000, 20.166667, 1
20, 24.000000, 96.000000, 22.250000, 1
20, 24.000000, 96.000000, 23.333333, 1
20, 24.000000, 96.000000, 22.250000, 1
20, 99.000000, 99.000000, 28.121212, 1
20, 0.000000, 100.000000, 34.080000, 1
20, 0.000000, 100.000000, 35.840000, 1
20, 0.000000, 100.000000, 55.120000, 1
20, 0.000000, 100.000000, 66.400000, 1
20, 0.000000, 100.000000, 63.360000, 1
20, 0.000000, 100.000000, 55.440000, 1
20, 0.000000, 100.000000, 62.000000, 1
20, 0.000000, 100.000000, 41.520000, 1
20, 0.000000, 100.000000, 29.360000, 1
20, 0.000000, 100.000000, 27.200000, 1
20, 0.000000, 100.000000, 26.480000, 1
20, 0.000000, 100.000000, 14.240000, 1
20, 0.000000, 100.000000, 12.640000, 1
20, 0.000000, 100.000000, 11.040000, 1
20, 0.000000, 100.000000, 9.360000, 1
20, 0.000000, 100.000000, 8.960000, 1
20, 0.000000, 100.000000, 9.200000, 1
20, 0.000000, 100.000000, 9.120000, 1
7, 6.692308, 87.000000, 9.287356, 1
0, 2.030303, 67.000000, 8.358209, 1
1, 0.923077, 48.000000, 8.500000, 1
2, 0.428571, 30.000000, 8.000000, 1
0, 0.111111, 10.000000, 8.000000, 1
1, 0.041667, 4.000000, 8.000000, 1
4, 0.086957, 8.000000, 8.000000, 1
1, 0.086957, 8.000000, 8.000000, 1
3, 0.098901, 9.000000, 8.000000, 1
1, 0.111111, 10.000000, 8.000000, 1
13, 0.282051, 22.000000, 9.818182, 1
20, 0.612903, 38.000000, 9.263158, 1
20, 1.325581, 57.000000, 8.842105, 1
20, 2.846154, 74.000000, 9.621622, 1
20, 13.285714, 93.000000, 11.956989, 1
20, 0.000000, 100.000000, 14.160000, 1
20, 0.000000, 100.000000, 15.920000, 1
20, 0.000000, 100.000000, 19.120000, 1
20, 0.000000, 100.000000, 20.640000, 1
20, 0.000000, 100.000000, 21.040000, 1
20, 0.000000, 100.000000, 22.240000, 1
20, 0.000000, 100.000000, 22.880000, 1
20, 0.000000, 100.000000, 22.000000, 1
20, 0.000000, 100.000000, 22.320000, 1
20, 0.000000, 100.000000, 21.520000, 1
20, 0.000000, 100.000000, 18.320000, 1
20, 0.000000, 100.000000, 16.320000, 1
20, 0.000000, 100.000000, 15.840000, 1
20, 0.000000, 100.000000, 15.680000, 1
20, 0.000000, 100.000000, 15.760000, 1
20, 0.000000, 100.000000, 17.040000, 1
20, 0.000000, 100.000000, 16.640000, 1
2, 4.555556, 82.000000, 16.292683, 1
0, 1.631579, 62.000000, 15.096774, 1
0, 0.724138, 42.000000, 13.333333, 1
0, 0.282051, 22.000000, 8.363636, 1
0, 0.020408, 2.000000, 8.000000, 1
0, 0.000000, 0.000000, 0.000000, 1
0, 0.000000, 0.000000, 0.000000, 1
0, 0.000000, 0.000000, 0.000000, 1
0, 0.000000, 0.000000, 0.000000, 1
0, 0.000000, 0.000000, 0.000000, 1
0, 0.000000, 0.000000, 0.000000, 1
0, 0.000000, 0.000000, 0.000000, 1
0, 0.000000, 0.000000, 0.000000, 1
0, 0.000000, 0.000000, 0.000000, 1
0, 0.000000, 0.000000, 0.000000, 1
0, 0.000000, 0.000000, 0.000000, 1
0, 0.000000, 0.000000, 0.000000, 1
0, 0.000000, 0.000000, 0.000000, 1
0, 0.000000, 0.000000, 0.000000, 1
0, 0.000000, 0.000000, 0.000000, 1
0, 0.000000, 0.000000, 0.000000, 1
0, 0.000000, 0.000000, 0.000000, 1
0, 0.000000, 0.000000, 0.000000, 1
0, 0.000000, 0.000000, 0.000000, 1
0, 0.000000, 0.000000, 0.000000, 1
7, 0.075269, 7.000000, 8.000000, 1
20, 0.369863, 27.000000, 8.296296, 1
20, 0.886792, 47.000000, 10.553191, 1
20, 2.030303, 67.000000, 10.029851, 1
20, 6.692308, 87.000000, 12.229885, 1
20, 0.000000, 100.000000, 12.800000, 1
